Time,HeartRate,steps,force
2024-10-18 06:13:00,85,0,1256
2024-10-18 06:14:00,96,17,877
2024-10-18 06:15:00,93,8,1376
2024-10-18 06:16:00,111,10,1241
2024-10-18 06:17:00,96,0,1191
2024-10-18 06:18:00,100,20,881
2024-10-18 06:19:00,104,0,1467
2024-10-18 06:20:00,86,15,816
2024-10-18 06:21:00,97,2,838
2024-10-18 06:22:00,97,8,1143
2024-10-18 06:23:00,86,0,840
2024-10-18 06:24:00,105,0,1163
2024-10-18 06:25:00,98,0,1349
2024-10-18 06:26:00,96,9,824
2024-10-18 06:27:00,98,0,810
2024-10-18 06:28:00,98,0,1448
2024-10-18 06:29:00,81,9,1224
2024-10-18 06:30:00,83,0,1131
2024-10-18 06:31:00,86,9,1312
2024-10-18 06:32:00,93,13,1428
2024-10-18 06:33:00,91,8,986
2024-10-18 06:34:00,96,0,1283
2024-10-18 06:35:00,101,18,1347
2024-10-18 06:36:00,100,12,1423
2024-10-18 06:37:00,101,6,1448
2024-10-18 06:38:00,94,6,1067
2024-10-18 06:39:00,89,0,969
2024-10-18 06:40:00,97,16,1278
2024-10-18 06:41:00,101,0,1337
2024-10-18 06:42:00,87,18,1129
2024-10-18 06:43:00,100,5,1106
2024-10-18 06:44:00,97,12,1158
2024-10-18 06:45:00,104,0,1126
2024-10-18 06:46:00,91,9,1481
2024-10-18 06:47:00,92,3,922
2024-10-18 06:48:00,101,0,1383
2024-10-18 06:49:00,96,0,1386
2024-10-18 06:50:00,109,0,1243
2024-10-18 06:51:00,113,0,1478
2024-10-18 06:52:00,81,14,805
2024-10-18 06:53:00,93,0,1378
2024-10-18 06:54:00,90,0,1379
2024-10-18 06:55:00,95,6,1353
2024-10-18 06:56:00,96,9,914
2024-10-18 06:57:00,87,9,1267
2024-10-18 06:58:00,101,13,1485
2024-10-18 06:59:00,105,0,1486
2024-10-18 07:00:00,85,0,1312
2024-10-18 07:01:00,104,0,1446
2024-10-18 07:02:00,96,0,1443
2024-10-18 07:03:00,101,14,1123
2024-10-18 07:04:00,97,6,1325
2024-10-18 07:05:00,90,0,1484
2024-10-18 07:06:00,109,0,1181
2024-10-18 07:07:00,101,17,1156
2024-10-18 07:08:00,98,0,828
2024-10-18 07:09:00,86,0,1292
2024-10-18 07:10:00,85,3,1215
2024-10-18 07:11:00,99,0,1454
2024-10-18 07:12:00,100,4,844
2024-10-18 07:13:00,94,3,1029
2024-10-18 07:14:00,95,9,1055
2024-10-18 07:15:00,104,20,1113
2024-10-18 07:16:00,94,4,899
2024-10-18 07:17:00,96,0,1458
2024-10-18 07:18:00,96,1,994
2024-10-18 07:19:00,105,15,1319
2024-10-18 07:20:00,82,11,1207
2024-10-18 07:21:00,107,0,942
2024-10-18 07:22:00,92,14,1220
2024-10-18 07:23:00,87,15,819
2024-10-18 07:24:00,91,0,1418
2024-10-18 07:25:00,106,11,1370
2024-10-18 07:26:00,106,4,1230
2024-10-18 07:27:00,103,0,1415
2024-10-18 07:28:00,88,0,1253
2024-10-18 07:29:00,98,8,903
2024-10-18 07:30:00,97,20,1203
2024-10-18 07:31:00,93,17,1189
2024-10-18 07:32:00,102,12,812
2024-10-18 07:33:00,93,14,1375
2024-10-18 07:34:00,86,0,1121
2024-10-18 07:35:00,103,5,1131
2024-10-18 07:36:00,96,20,1459
2024-10-18 07:37:00,101,9,1332
2024-10-18 07:38:00,92,9,831
2024-10-18 07:39:00,94,11,1405
2024-10-18 07:40:00,99,0,1481
2024-10-18 07:41:00,88,16,1302
2024-10-18 07:42:00,91,18,1302
2024-10-18 07:43:00,98,12,1257
2024-10-18 07:44:00,90,18,1273
2024-10-18 07:45:00,95,0,1097
2024-10-18 07:46:00,83,10,1153
2024-10-18 07:47:00,103,0,1425
2024-10-18 07:48:00,95,15,1163
2024-10-18 07:49:00,97,20,1493
2024-10-18 07:50:00,91,0,934
2024-10-18 07:51:00,86,10,1217
2024-10-18 07:52:00,97,0,1276
2024-10-18 07:53:00,86,0,1359
2024-10-18 07:54:00,100,0,1296
2024-10-18 07:55:00,94,0,1460
2024-10-18 07:56:00,98,7,1278
2024-10-18 07:57:00,94,0,1376
2024-10-18 07:58:00,83,11,1404
2024-10-18 07:59:00,100,19,1364
2024-10-18 08:00:00,102,0,1343
2024-10-18 08:01:00,90,7,1068
2024-10-18 08:02:00,103,9,1244
2024-10-18 08:03:00,96,0,1277
2024-10-18 08:04:00,96,0,1363
2024-10-18 08:05:00,97,0,976
2024-10-18 08:06:00,103,17,934
2024-10-18 08:07:00,96,0,1133
2024-10-18 08:08:00,92,14,1140
2024-10-18 08:09:00,89,0,1320
2024-10-18 08:10:00,97,0,1118
2024-10-18 08:11:00,93,0,935
2024-10-18 08:12:00,95,0,1454
2024-10-18 08:13:00,102,0,941
2024-10-18 08:14:00,104,19,1359
2024-10-18 08:15:00,103,2,1318
2024-10-18 08:16:00,95,0,956
2024-10-18 08:17:00,92,0,1387
2024-10-18 08:18:00,103,9,1380
2024-10-18 08:19:00,92,18,1133
2024-10-18 08:20:00,106,0,1485
2024-10-18 08:21:00,95,4,1369
2024-10-18 08:22:00,99,0,1208
2024-10-18 08:23:00,93,0,980
2024-10-18 08:24:00,102,10,1441
2024-10-18 08:25:00,91,0,1412
2024-10-18 08:26:00,95,0,853
2024-10-18 08:27:00,97,8,1371
2024-10-18 08:28:00,92,1,1220
2024-10-18 08:29:00,96,0,1449
2024-10-18 08:30:00,92,2,1246
2024-10-18 08:31:00,95,11,841
2024-10-18 08:32:00,87,0,1482
2024-10-18 08:33:00,88,0,1437
2024-10-18 08:34:00,98,0,1068
2024-10-18 08:35:00,86,0,1150
2024-10-18 08:36:00,98,0,1204
2024-10-18 08:37:00,86,8,963
2024-10-18 08:38:00,104,12,1484
2024-10-18 08:39:00,82,0,926
2024-10-18 08:40:00,91,10,1208
2024-10-18 08:41:00,92,10,1325
2024-10-18 08:42:00,102,0,994
2024-10-18 08:43:00,88,0,1232
2024-10-18 08:44:00,105,0,809
2024-10-18 08:45:00,88,9,928
2024-10-18 08:46:00,86,0,1481
2024-10-18 08:47:00,92,7,811
2024-10-18 08:48:00,102,0,1091
2024-10-18 08:49:00,86,2,961
2024-10-18 08:50:00,103,16,1361
2024-10-18 08:51:00,101,0,1282
2024-10-18 08:52:00,93,0,1054
2024-10-18 08:53:00,98,6,1289
2024-10-18 08:54:00,102,0,1225
2024-10-18 08:55:00,92,0,1278
2024-10-18 08:56:00,86,2,1458
2024-10-18 08:57:00,98,0,1103
2024-10-18 08:58:00,94,11,968
2024-10-18 08:59:00,100,10,827
2024-10-18 09:00:00,97,0,1073
2024-10-18 09:01:00,91,0,1292
2024-10-18 09:02:00,96,0,1206
2024-10-18 09:03:00,84,5,1027
2024-10-18 09:04:00,104,0,1315
2024-10-18 09:05:00,93,1,1379
2024-10-18 09:06:00,94,0,1498
2024-10-18 09:07:00,99,0,1305
2024-10-18 09:08:00,86,6,1422
2024-10-18 09:09:00,86,11,851
2024-10-18 09:10:00,91,7,1218
2024-10-18 09:11:00,96,0,809
2024-10-18 09:12:00,80,16,1165
2024-10-18 09:13:00,92,2,1234
2024-10-18 09:14:00,93,11,1363
2024-10-18 09:15:00,79,0,1017
2024-10-18 09:16:00,102,5,1286
2024-10-18 09:17:00,86,11,894
2024-10-18 09:18:00,89,13,1249
2024-10-18 09:19:00,95,20,1277
2024-10-18 09:20:00,77,0,1345
2024-10-18 09:21:00,98,0,1414
2024-10-18 09:22:00,85,9,1094
2024-10-18 09:23:00,87,6,1002
2024-10-18 09:24:00,95,9,828
2024-10-18 09:25:00,97,0,1353
2024-10-18 09:26:00,95,0,1323
2024-10-18 09:27:00,92,0,1121
2024-10-18 09:28:00,93,18,1484
2024-10-18 09:29:00,91,0,1397
2024-10-18 09:30:00,101,7,1369
2024-10-18 09:31:00,97,0,1266
2024-10-18 09:32:00,106,0,1326
2024-10-18 09:33:00,103,0,1230
2024-10-18 09:34:00,98,0,1055
2024-10-18 09:35:00,92,7,1168
2024-10-18 09:36:00,93,2,1271
2024-10-18 09:37:00,101,0,1104
2024-10-18 09:38:00,93,14,966
2024-10-18 09:39:00,110,0,1337
2024-10-18 09:40:00,99,0,1302
2024-10-18 09:41:00,99,4,1119
2024-10-18 09:42:00,105,0,1343
2024-10-18 09:43:00,101,0,1384
2024-10-18 09:44:00,95,0,1324
2024-10-18 09:45:00,111,0,1123
2024-10-18 09:46:00,102,13,1273
2024-10-18 09:47:00,80,0,1492
2024-10-18 09:48:00,97,18,1130
2024-10-18 09:49:00,109,17,1269
2024-10-18 09:50:00,91,2,856
2024-10-18 09:51:00,105,0,1492
2024-10-18 09:52:00,91,0,1132
2024-10-18 09:53:00,103,14,1230
2024-10-18 09:54:00,106,0,1300
2024-10-18 09:55:00,93,0,1077
2024-10-18 09:56:00,98,0,1019
2024-10-18 09:57:00,99,3,873
2024-10-18 09:58:00,99,19,1450
2024-10-18 09:59:00,98,1,1333
2024-10-18 10:00:00,100,0,1371
2024-10-18 10:01:00,98,0,1437
2024-10-18 10:02:00,95,16,979
2024-10-18 10:03:00,103,0,1466
2024-10-18 10:04:00,86,0,1471
2024-10-18 10:05:00,97,19,1201
2024-10-18 10:06:00,92,9,908
2024-10-18 10:07:00,109,20,825
2024-10-18 10:08:00,96,0,1243
2024-10-18 10:09:00,114,0,1450
2024-10-18 10:10:00,104,8,1377
2024-10-18 10:11:00,98,0,1287
2024-10-18 10:12:00,95,13,916
2024-10-18 10:13:00,107,0,969
2024-10-18 10:14:00,87,18,834
2024-10-18 10:15:00,95,0,1472
2024-10-18 10:16:00,92,0,823
2024-10-18 10:17:00,86,0,808
2024-10-18 10:18:00,90,16,1260
2024-10-18 10:19:00,98,0,1240
2024-10-18 10:20:00,88,16,1216
2024-10-18 10:21:00,104,0,1001
2024-10-18 10:22:00,95,10,1360
2024-10-18 10:23:00,86,3,975
2024-10-18 10:24:00,101,0,921
2024-10-18 10:25:00,104,8,1169
2024-10-18 10:26:00,99,0,901
2024-10-18 10:27:00,95,0,899
2024-10-18 10:28:00,97,0,1339
2024-10-18 10:29:00,102,13,1306
2024-10-18 10:30:00,91,0,1221
2024-10-18 10:31:00,98,18,982
2024-10-18 10:32:00,96,2,1398
2024-10-18 10:33:00,89,0,1323
2024-10-18 10:34:00,92,15,1312
2024-10-18 10:35:00,96,0,1058
2024-10-18 10:36:00,98,11,1375
2024-10-18 10:37:00,93,0,1345
2024-10-18 10:38:00,102,0,1242
2024-10-18 10:39:00,104,2,1453
2024-10-18 10:40:00,95,0,1210
2024-10-18 10:41:00,86,0,1348
2024-10-18 10:42:00,99,11,851
2024-10-18 10:43:00,85,18,1450
2024-10-18 10:44:00,89,0,1312
2024-10-18 10:45:00,91,17,1097
2024-10-18 10:46:00,103,0,1251
2024-10-18 10:47:00,95,4,1316
2024-10-18 10:48:00,93,14,1140
2024-10-18 10:49:00,93,0,1484
2024-10-18 10:50:00,77,4,965
2024-10-18 10:51:00,109,9,1337
2024-10-18 10:52:00,101,0,1277
2024-10-18 10:53:00,105,8,1363
2024-10-18 10:54:00,89,5,967
2024-10-18 10:55:00,105,19,1366
2024-10-18 10:56:00,84,0,819
2024-10-18 10:57:00,108,9,865
2024-10-18 10:58:00,88,8,1151
2024-10-18 10:59:00,91,15,941
2024-10-18 11:00:00,90,7,1387
2024-10-18 11:01:00,84,19,1459
2024-10-18 11:02:00,107,17,926
2024-10-18 11:03:00,85,11,868
2024-10-18 11:04:00,100,11,1196
2024-10-18 11:05:00,92,3,1105
2024-10-18 11:06:00,112,11,1420
2024-10-18 11:07:00,95,0,1320
2024-10-18 11:08:00,98,7,1458
2024-10-18 11:09:00,99,0,1090
2024-10-18 11:10:00,84,0,1142
2024-10-18 11:11:00,101,0,1304
2024-10-18 11:12:00,96,4,960
2024-10-18 11:13:00,94,0,1333
2024-10-18 11:14:00,86,2,999
2024-10-18 11:15:00,102,0,1476
2024-10-18 11:16:00,97,6,1460
2024-10-18 11:17:00,97,0,1401
2024-10-18 11:18:00,100,0,1489
2024-10-18 11:19:00,99,0,865
2024-10-18 11:20:00,94,13,1360
2024-10-18 11:21:00,92,12,1380
2024-10-18 11:22:00,90,6,1220
2024-10-18 11:23:00,90,0,1253
2024-10-18 11:24:00,89,0,968
2024-10-18 11:25:00,91,0,1014
2024-10-18 11:26:00,115,0,996
2024-10-18 11:27:00,101,0,1162
2024-10-18 11:28:00,87,0,1281
2024-10-18 11:29:00,97,1,1014
2024-10-18 11:30:00,101,16,1360
2024-10-18 11:31:00,93,0,1291
2024-10-18 11:32:00,93,1,1220
2024-10-18 11:33:00,84,0,1106
2024-10-18 11:34:00,87,17,1001
2024-10-18 11:35:00,87,0,1368
2024-10-18 11:36:00,94,0,1211
2024-10-18 11:37:00,100,0,1462
2024-10-18 11:38:00,96,0,1247
2024-10-18 11:39:00,106,0,1431
2024-10-18 11:40:00,111,4,886
2024-10-18 11:41:00,95,0,1409
2024-10-18 11:42:00,81,14,1395
2024-10-18 11:43:00,79,0,822
2024-10-18 11:44:00,88,9,966
2024-10-18 11:45:00,99,13,1327
2024-10-18 11:46:00,86,0,975
2024-10-18 11:47:00,100,0,1286
2024-10-18 11:48:00,101,0,1194
2024-10-18 11:49:00,95,0,1270
2024-10-18 11:50:00,83,3,1406
2024-10-18 11:51:00,106,8,1338
2024-10-18 11:52:00,94,7,1176
2024-10-18 11:53:00,94,0,849
2024-10-18 11:54:00,87,3,809
2024-10-18 11:55:00,92,20,1359
2024-10-18 11:56:00,98,5,1401
2024-10-18 11:57:00,96,0,1408
2024-10-18 11:58:00,104,0,1247
2024-10-18 11:59:00,90,0,1211
2024-10-18 12:00:00,89,3,1020
2024-10-18 12:01:00,105,10,1346
2024-10-18 12:02:00,103,16,1413
2024-10-18 12:03:00,88,10,1109
2024-10-18 12:04:00,96,0,1445
2024-10-18 12:05:00,110,12,1335
2024-10-18 12:06:00,94,0,1238
2024-10-18 12:07:00,98,16,1267
2024-10-18 12:08:00,85,0,1302
2024-10-18 12:09:00,110,0,811
2024-10-18 12:10:00,100,0,1434
2024-10-18 12:11:00,89,6,1225
2024-10-18 12:12:00,99,0,1395
2024-10-18 12:13:00,94,0,1261
2024-10-18 12:14:00,96,0,1487
2024-10-18 12:15:00,78,3,1243
2024-10-18 12:16:00,101,6,1367
2024-10-18 12:17:00,80,0,1407
2024-10-18 12:18:00,98,10,1486
2024-10-18 12:19:00,100,6,974
2024-10-18 12:20:00,100,0,1272
2024-10-18 12:21:00,73,0,1337
2024-10-18 12:22:00,87,0,1086
2024-10-18 12:23:00,99,0,1000
2024-10-18 12:24:00,87,7,1447
2024-10-18 12:25:00,81,16,1497
2024-10-18 12:26:00,94,0,889
2024-10-18 12:27:00,93,19,1467
2024-10-18 12:28:00,84,0,1205
2024-10-18 12:29:00,97,0,1251
2024-10-18 12:30:00,89,13,1376
2024-10-18 12:31:00,89,0,964
2024-10-18 12:32:00,89,15,1114
2024-10-18 12:33:00,84,3,1494
2024-10-18 12:34:00,94,0,1498
2024-10-18 12:35:00,91,0,1277
2024-10-18 12:36:00,93,0,1285
2024-10-18 12:37:00,106,15,910
2024-10-18 12:38:00,95,12,1305
2024-10-18 12:39:00,94,10,1064
2024-10-18 12:40:00,91,11,1051
2024-10-18 12:41:00,106,0,1418
2024-10-18 12:42:00,89,0,958
2024-10-18 12:43:00,89,4,1156
2024-10-18 12:44:00,104,0,1117
2024-10-18 12:45:00,87,0,1335
2024-10-18 12:46:00,93,9,1402
2024-10-18 12:47:00,98,0,1247
2024-10-18 12:48:00,86,4,1205
2024-10-18 12:49:00,100,0,1285
2024-10-18 12:50:00,96,15,1466
2024-10-18 12:51:00,99,11,1029
2024-10-18 12:52:00,97,15,1007
2024-10-18 12:53:00,91,13,1333
2024-10-18 12:54:00,91,1,930
2024-10-18 12:55:00,99,0,1261
2024-10-18 12:56:00,88,6,1494
2024-10-18 12:57:00,93,16,1458
2024-10-18 12:58:00,99,12,1229
2024-10-18 12:59:00,94,0,1298
2024-10-18 13:00:00,94,0,1271
2024-10-18 13:01:00,97,0,883
2024-10-18 13:02:00,94,0,1049
2024-10-18 13:03:00,95,0,1392
2024-10-18 13:04:00,84,0,1391
2024-10-18 13:05:00,93,6,1075
2024-10-18 13:06:00,91,13,1462
2024-10-18 13:07:00,93,0,1327
2024-10-18 13:08:00,87,0,1350
2024-10-18 13:09:00,91,17,1428
2024-10-18 13:10:00,91,0,1195
2024-10-18 13:11:00,92,0,1440
2024-10-18 13:12:00,110,11,1178
2024-10-18 13:13:00,97,0,1209
2024-10-18 13:14:00,86,5,1064
2024-10-18 13:15:00,84,19,1333
2024-10-18 13:16:00,89,13,1203
2024-10-18 13:17:00,92,11,1252
2024-10-18 13:18:00,100,14,1189
2024-10-18 13:19:00,99,17,1243
2024-10-18 13:20:00,93,9,1101
2024-10-18 13:21:00,103,0,1484
2024-10-18 13:22:00,95,0,908
2024-10-18 13:23:00,86,0,1462
2024-10-18 13:24:00,90,19,1328
2024-10-18 13:25:00,71,19,1279
2024-10-18 13:26:00,97,15,1414
2024-10-18 13:27:00,98,12,1345
2024-10-18 13:28:00,104,14,1360
2024-10-18 13:29:00,91,0,870
2024-10-18 13:30:00,90,15,1343
2024-10-18 13:31:00,109,16,1281
2024-10-18 13:32:00,88,0,1221
2024-10-18 13:33:00,92,0,913
2024-10-18 13:34:00,102,3,1092
2024-10-18 13:35:00,100,3,902
2024-10-18 13:36:00,106,0,975
2024-10-18 13:37:00,97,19,1248
2024-10-18 13:38:00,87,6,1455
2024-10-18 13:39:00,97,7,845
2024-10-18 13:40:00,79,0,1179
2024-10-18 13:41:00,107,19,938
2024-10-18 13:42:00,91,2,1268
2024-10-18 13:43:00,90,11,984
2024-10-18 13:44:00,90,0,1204
2024-10-18 13:45:00,95,9,1267
2024-10-18 13:46:00,98,7,935
2024-10-18 13:47:00,114,0,1489
2024-10-18 13:48:00,93,0,1137
2024-10-18 13:49:00,95,2,831
2024-10-18 13:50:00,91,0,1248
2024-10-18 13:51:00,96,0,1233
2024-10-18 13:52:00,96,0,896
2024-10-18 13:53:00,99,0,969
2024-10-18 13:54:00,102,8,940
2024-10-18 13:55:00,81,0,1164
2024-10-18 13:56:00,83,8,1094
2024-10-18 13:57:00,86,3,1465
2024-10-18 13:58:00,93,0,1275
2024-10-18 13:59:00,85,17,813
2024-10-18 14:00:00,98,17,1425
2024-10-18 14:01:00,109,0,1149
2024-10-18 14:02:00,99,0,1217
2024-10-18 14:03:00,80,3,1468
2024-10-18 14:04:00,81,0,1237
2024-10-18 14:05:00,78,0,1460
2024-10-18 14:06:00,88,16,870
2024-10-18 14:07:00,81,0,1478
2024-10-18 14:08:00,96,0,1333
2024-10-18 14:09:00,90,0,1323
2024-10-18 14:10:00,90,0,1147
2024-10-18 14:11:00,106,8,1232
2024-10-18 14:12:00,90,16,1150
2024-10-18 14:13:00,77,0,1326
2024-10-18 14:14:00,82,0,1226
2024-10-18 14:15:00,101,0,1426
2024-10-18 14:16:00,94,0,1439
2024-10-18 14:17:00,109,17,1392
2024-10-18 14:18:00,99,15,1413
2024-10-18 14:19:00,93,0,964
2024-10-18 14:20:00,96,15,1389
2024-10-18 14:21:00,96,7,972
2024-10-18 14:22:00,96,0,1468
2024-10-18 14:23:00,84,0,1472
2024-10-18 14:24:00,98,0,1291
2024-10-18 14:25:00,105,0,1029
2024-10-18 14:26:00,84,14,963
2024-10-18 14:27:00,77,17,1329
2024-10-18 14:28:00,93,18,996
2024-10-18 14:29:00,87,10,1253
2024-10-18 14:30:00,102,0,1308
2024-10-18 14:31:00,87,14,1080
2024-10-18 14:32:00,88,0,1360
2024-10-18 14:33:00,100,0,1271
2024-10-18 14:34:00,96,0,1297
2024-10-18 14:35:00,101,19,1213
2024-10-18 14:36:00,88,0,1394
2024-10-18 14:37:00,100,4,1486
2024-10-18 14:38:00,102,0,1417
2024-10-18 14:39:00,93,0,1464
2024-10-18 14:40:00,103,13,874
2024-10-18 14:41:00,93,0,1280
2024-10-18 14:42:00,102,0,1190
2024-10-18 14:43:00,82,13,1113
2024-10-18 14:44:00,89,0,1358
2024-10-18 14:45:00,98,18,1177
2024-10-18 14:46:00,94,4,1328
2024-10-18 14:47:00,98,0,1015
2024-10-18 14:48:00,97,9,1499
2024-10-18 14:49:00,88,0,1218
2024-10-18 14:50:00,97,0,1253
2024-10-18 14:51:00,91,0,1482
2024-10-18 14:52:00,103,0,1046
2024-10-18 14:53:00,85,7,948
2024-10-18 14:54:00,94,3,991
2024-10-18 14:55:00,94,3,973
2024-10-18 14:56:00,101,0,1269
2024-10-18 14:57:00,95,20,1353
2024-10-18 14:58:00,93,0,952
2024-10-18 14:59:00,89,4,1208
2024-10-18 15:00:00,98,0,1440
2024-10-18 15:01:00,91,20,1227
2024-10-18 15:02:00,97,0,1423
2024-10-18 15:03:00,90,1,979
2024-10-18 15:04:00,101,0,1350
2024-10-18 15:05:00,105,16,844
2024-10-18 15:06:00,106,0,1342
2024-10-18 15:07:00,91,0,945
2024-10-18 15:08:00,87,0,1253
2024-10-18 15:09:00,91,3,1177
2024-10-18 15:10:00,96,0,1347
2024-10-18 15:11:00,85,0,1092
2024-10-18 15:12:00,93,7,870
2024-10-18 15:13:00,99,20,1261
2024-10-18 15:14:00,92,0,889
2024-10-18 15:15:00,98,0,1470
2024-10-18 15:16:00,103,13,1252
2024-10-18 15:17:00,95,20,1330
2024-10-18 15:18:00,101,0,1280
2024-10-18 15:19:00,111,17,1275
2024-10-18 15:20:00,93,13,1470
2024-10-18 15:21:00,96,16,1364
2024-10-18 15:22:00,97,0,990
2024-10-18 15:23:00,96,0,1016
2024-10-18 15:24:00,91,0,1273
2024-10-18 15:25:00,101,0,1337
2024-10-18 15:26:00,101,13,1103
2024-10-18 15:27:00,96,6,907
2024-10-18 15:28:00,88,17,892
2024-10-18 15:29:00,90,15,1484
2024-10-18 15:30:00,91,11,1496
2024-10-18 15:31:00,98,0,937
2024-10-18 15:32:00,94,0,1312
2024-10-18 15:33:00,93,13,1262
2024-10-18 15:34:00,99,18,1389
2024-10-18 15:35:00,90,11,1402
2024-10-18 15:36:00,99,12,1430
2024-10-18 15:37:00,97,0,1310
2024-10-18 15:38:00,103,0,1263
2024-10-18 15:39:00,95,1,817
2024-10-18 15:40:00,101,20,984
2024-10-18 15:41:00,104,4,1094
2024-10-18 15:42:00,92,14,1011
2024-10-18 15:43:00,93,9,1336
2024-10-18 15:44:00,101,0,1390
2024-10-18 15:45:00,99,2,1380
2024-10-18 15:46:00,89,0,1262
2024-10-18 15:47:00,102,14,1346
2024-10-18 15:48:00,95,7,1289
2024-10-18 15:49:00,97,5,1060
2024-10-18 15:50:00,87,4,1351
2024-10-18 15:51:00,90,0,1439
2024-10-18 15:52:00,84,2,1327
2024-10-18 15:53:00,96,18,1403
2024-10-18 15:54:00,99,0,1406
2024-10-18 15:55:00,93,15,1284
2024-10-18 15:56:00,105,17,1452
2024-10-18 15:57:00,101,0,1089
2024-10-18 15:58:00,87,0,1395
2024-10-18 15:59:00,100,19,922
2024-10-18 16:00:00,107,4,1015
2024-10-18 16:01:00,89,7,1463
2024-10-18 16:02:00,92,0,1165
2024-10-18 16:03:00,101,0,1429
2024-10-18 16:04:00,97,0,1268
2024-10-18 16:05:00,100,0,1131
2024-10-18 16:06:00,85,4,1388
2024-10-18 16:07:00,97,17,1319
2024-10-18 16:08:00,102,7,917
2024-10-18 16:09:00,95,20,1198
2024-10-18 16:10:00,88,9,1331
2024-10-18 16:11:00,95,0,1364
2024-10-18 16:12:00,94,0,1459
2024-10-18 16:13:00,85,0,1220
2024-10-18 16:14:00,84,0,1349
2024-10-18 16:15:00,93,6,1213
2024-10-18 16:16:00,86,0,1359
2024-10-18 16:17:00,82,0,971
2024-10-18 16:18:00,91,15,831
2024-10-18 16:19:00,99,7,1271
2024-10-18 16:20:00,94,0,967
2024-10-18 16:21:00,98,3,1358
2024-10-18 16:22:00,102,18,1366
2024-10-18 16:23:00,101,0,1316
2024-10-18 16:24:00,89,0,1287
2024-10-18 16:25:00,94,5,1180
2024-10-18 16:26:00,101,0,1260
2024-10-18 16:27:00,89,0,1337
2024-10-18 16:28:00,100,4,1455
2024-10-18 16:29:00,93,0,1426
2024-10-18 16:30:00,92,0,1477
2024-10-18 16:31:00,92,0,1284
2024-10-18 16:32:00,100,20,1450
2024-10-18 16:33:00,97,11,1326
2024-10-18 16:34:00,99,17,1238
2024-10-18 16:35:00,95,6,846
2024-10-18 16:36:00,83,0,1432
2024-10-18 16:37:00,106,9,1426
2024-10-18 16:38:00,97,2,801
2024-10-18 16:39:00,86,4,803
2024-10-18 16:40:00,94,5,1068
2024-10-18 16:41:00,94,0,1310
2024-10-18 16:42:00,110,3,1393
2024-10-18 16:43:00,102,0,1355
2024-10-18 16:44:00,105,0,1028
2024-10-18 16:45:00,87,0,1255
2024-10-18 16:46:00,111,18,851
2024-10-18 16:47:00,97,8,987
2024-10-18 16:48:00,79,4,806
2024-10-18 16:49:00,107,7,1211
2024-10-18 16:50:00,85,10,1420
2024-10-18 16:51:00,95,0,1496
2024-10-18 16:52:00,91,16,863
2024-10-18 16:53:00,91,8,1293
2024-10-18 16:54:00,92,11,1262
2024-10-18 16:55:00,101,12,1108
2024-10-18 16:56:00,84,13,1498
2024-10-18 16:57:00,100,1,1438
2024-10-18 16:58:00,88,0,1134
2024-10-18 16:59:00,98,11,958
2024-10-18 17:00:00,91,0,1396
2024-10-18 17:01:00,96,7,1151
2024-10-18 17:02:00,92,18,1313
2024-10-18 17:03:00,108,0,1436
2024-10-18 17:04:00,86,0,1286
2024-10-18 17:05:00,107,2,1329
2024-10-18 17:06:00,95,0,1491
2024-10-18 17:07:00,102,17,1334
2024-10-18 17:08:00,87,0,997
2024-10-18 17:09:00,100,12,1475
2024-10-18 17:10:00,110,0,833
2024-10-18 17:11:00,93,6,1196
2024-10-18 17:12:00,93,20,820
2024-10-18 17:13:00,111,0,1242
2024-10-18 17:14:00,99,17,1396
2024-10-18 17:15:00,101,1,1349
2024-10-18 17:16:00,101,0,1042
2024-10-18 17:17:00,87,0,1303
2024-10-18 17:18:00,92,17,1149
2024-10-18 17:19:00,97,0,1226
2024-10-18 17:20:00,99,2,1158
2024-10-18 17:21:00,92,9,1189
2024-10-18 17:22:00,96,0,1354
2024-10-18 17:23:00,101,0,1499
2024-10-18 17:24:00,92,12,1289
2024-10-18 17:25:00,97,5,1305
2024-10-18 17:26:00,99,12,1172
2024-10-18 17:27:00,91,0,1339
2024-10-18 17:28:00,93,0,1301
2024-10-18 17:29:00,96,19,1410
2024-10-18 17:30:00,86,11,867
2024-10-18 17:31:00,96,0,1364
2024-10-18 17:32:00,98,0,889
2024-10-18 17:33:00,92,0,1117
2024-10-18 17:34:00,93,13,917
2024-10-18 17:35:00,103,0,1012
2024-10-18 17:36:00,91,1,1462
2024-10-18 17:37:00,86,0,1047
2024-10-18 17:38:00,96,14,1419
2024-10-18 17:39:00,112,0,1468
2024-10-18 17:40:00,98,1,822
2024-10-18 17:41:00,86,2,1292
2024-10-18 17:42:00,97,0,1450
2024-10-18 17:43:00,100,0,1332
2024-10-18 17:44:00,103,20,1206
2024-10-18 17:45:00,94,0,867
2024-10-18 17:46:00,107,11,1005
2024-10-18 17:47:00,100,0,1411
2024-10-18 17:48:00,93,0,1068
2024-10-18 17:49:00,98,0,928
2024-10-18 17:50:00,94,20,1450
2024-10-18 17:51:00,80,0,1235
2024-10-18 17:52:00,92,19,1327
2024-10-18 17:53:00,78,6,1010
2024-10-18 17:54:00,93,0,1422
2024-10-18 17:55:00,95,0,947
2024-10-18 17:56:00,105,16,1040
2024-10-18 17:57:00,89,17,907
2024-10-18 17:58:00,93,0,1248
